Strain ID	ORF	Gene name	Label
YDR406W_sn2208	YDR406W	PDR15	pdr15
YOL158C_sn2209	YOL158C	ENB1	enb1
YKR039W_sn2210	YKR039W	GAP1	gap1
YPR201W_sn2211	YPR201W	ARR3	arr3
YLR411W_sn2212	YLR411W	CTR3	ctr3
YGL255W_sn2213	YGL255W	ZRT1	zrt1
YMR319C_sn2214	YMR319C	FET4	fet4
YIL121W_sn2215	YIL121W	QDR2	qdr2
YPR194C_sn2216	YPR194C	OPT2	opt2
YML123C_sn2217	YML123C	PHO84	pho84
YPR198W_sn2218	YPR198W	SGE1	sge1
YBR008C_sn2219	YBR008C	FLR1	flr1
YGR055W_sn2220	YGR055W	MUP1	mup1
YHL036W_sn2221	YHL036W	MUP3	mup3
YEL017C-A_sn2222	YEL017C-A	PMP2	pmp2
YGL084C_sn2223	YGL084C	GUP1	gup1
YBR295W_sn2224	YBR295W	PCA1	pca1
YKL064W_sn2225	YKL064W	MNR2	mnr2
YDR497C_sn2226	YDR497C	ITR1	itr1
YOL103W_sn2227	YOL103W	ITR2	itr2
YCR037C_sn2228	YCR037C	PHO87	pho87
YJL198W_sn2229	YJL198W	PHO90	pho90
YNR013C_sn2230	YNR013C	PHO91	pho91
YGR197C_sn2231	YGR197C	SNG1	sng1
YOR316C_sn2328	YOR316C	COT1	cot1
YOR197W_sn2329	YOR197W	MCA1	mca1
YER048C_sn2330	YER048C	CAJ1	caj1
YHR127W_sn2331	YHR127W	YHR127W	yhr127w
YDR205W_sn2332	YDR205W	MSC2	msc2
YCL025C_sn2333	YCL025C	AGP1	agp1
YFL055W_sn2334	YFL055W	AGP3	agp3
YBR068C_sn2335	YBR068C	BAP2	bap2
YBR069C_sn2336	YBR069C	TAT1	tat1
YPL265W_sn2337	YPL265W	DIP5	dip5
YGR121C_sn2338	YGR121C	MEP1	mep1
YPR138C_sn2339	YPR138C	MEP3	mep3
YOL020W_sn2340	YOL020W	TAT2	tat2
YGR224W_sn2341	YGR224W	AZR1	azr1
YNL270C_sn2342	YNL270C	ALP1	alp1
YGR217W_sn2343	YGR217W	CCH1	cch1
YDL247W_sn2344	YDL247W	MPH2	mph2
YJR160C_sn2345	YJR160C	MPH3	mph3
YDR276C_sn2346	YDR276C	PMP3	pmp3
YGL077C_sn2347	YGL077C	HNM1	hnm1
YPR124W_sn2348	YPR124W	CTR1	ctr1
YNL065W_sn2349	YNL065W	AQR1	aqr1
YCR098C_sn2350	YCR098C	GIT1	git1
YHR094C_sn2351	YHR094C	HXT1	hxt1
YOL156W_sn2352	YOL156W	HXT11	hxt11
YEL069C_sn2353	YEL069C	HXT13	hxt13
YDL245C_sn2354	YDL245C	HXT15	hxt15
YJR158W_sn2355	YJR158W	HXT16	hxt16
YNR072W_sn2356	YNR072W	HXT17	hxt17
YMR011W_sn2357	YMR011W	HXT2	hxt2
YDR345C_sn2358	YDR345C	HXT3	hxt3
YHR092C_sn2359	YHR092C	HXT4	hxt4
YHR096C_sn2360	YHR096C	HXT5	hxt5
YJL214W_sn2361	YJL214W	HXT8	hxt8
YJL219W_sn2362	YJL219W	HXT9	hxt9
YER145C_sn2363	YER145C	FTR1	ftr1
YMR058W_sn2364	YMR058W	FET3	fet3
YLR214W_sn2365	YLR214W	FRE1	fre1
YKL220C_sn2366	YKL220C	FRE2	fre2
YNR060W_sn2367	YNR060W	FRE4	fre4
YLR130C_sn2368	YLR130C	ZRT2	zrt2
YFL050C_sn2369	YFL050C	ALR2	alr2
YLR138W_sn2370	YLR138W	NHA1	nha1
YOR328W_sn2371	YOR328W	PDR10	pdr10
YML116W_sn2372	YML116W	ATR1	atr1
YOR348C_sn2373	YOR348C	PUT4	put4
YKR093W_sn2374	YKR093W	PTR2	ptr2
YBR296C_sn2375	YBR296C	PHO89	pho89
YJL093C_sn2376	YJL093C	TOK1	tok1
YJL129C_sn2377	YJL129C	TRK1	trk1
YKR050W_sn2378	YKR050W	TRK2	trk2
YNL142W_sn2379	YNL142W	MEP2	mep2
YER056C_sn2380	YER056C	FCY2	fcy2
YPL036W_sn2381	YPL036W	PMA2	pma2
YOR018W_sn2382	YOR018W	ROD1	rod1
YPL274W_sn2383	YPL274W	SAM3	sam3
YLL061W_sn2384	YLL061W	MMP1	mmp1
YDR040C_sn2385	YDR040C	ENA1	ena1
YDR038C_sn2386	YDR038C	ENA5	ena5
YBR294W_sn2387	YBR294W	SUL1	sul1
YLR092W_sn2388	YLR092W	SUL2	sul2
YPL092W_sn2389	YPL092W	SSU1	ssu1
YLR237W_sn2390	YLR237W	THI7	thi7
YGR281W_sn2391	YGR281W	YOR1	yor1
YPL058C_sn2392	YPL058C	PDR12	pdr12
YHL016C_sn2393	YHL016C	DUR3	dur3
YBL042C_sn2394	YBL042C	FUI1	fui1
YGL186C_sn2395	YGL186C	TPN1	tpn1
YPR192W_sn2396	YPR192W	AQY1	aqy1
YCR024C-A_sn2397	YCR024C-A	PMP1	pmp1
YOR381W_sn2398	YOR381W	FRE3	fre3
YHL047C_sn2399	YHL047C	ARN2	arn2
YBR041W_sn2400	YBR041W	FAT1	fat1
YOL122C_sn2401	YOL122C	SMF1	smf1
YBR043C_sn2402	YBR043C	QDR3	qdr3
YIL120W_sn2403	YIL120W	QDR1	qdr1
YGR138C_sn2404	YGR138C	TPO2	tpo2
YPR156C_sn2405	YPR156C	TPO3	tpo3
YLL028W_sn2406	YLL028W	TPO1	tpo1
YOR273C_sn2407	YOR273C	TPO4	tpo4
YDR536W_sn2408	YDR536W	STL1	stl1
YBR021W_sn2409	YBR021W	FUR4	fur4
YLL052C_sn2410	YLL052C	AQY2	aqy2
YBR180W_sn2411	YBR180W	DTR1	dtr1
YGR135W_sn2412	YGR135W	PRE9	pre9
YDL181W_sn2413	YDL181W	INH1	inh1
YDL130W-A_sn2414	YDL130W-A	STF1	stf1
YGR008C_sn2415	YGR008C	STF2	stf2
YLR295C_sn2416	YLR295C	ATP14	atp14
YDR377W_sn2417	YDR377W	ATP17	atp17
YML081C-A_sn2418	YML081C-A	ATP18	atp18
YOL077W-A_sn2419	YOL077W-A	ATP19	atp19
YPR020W_sn2420	YPR020W	ATP20	atp20
YDR322C-A_sn2421	YDR322C-A	TIM11	tim11
YBL099W_sn2422	YBL099W	ATP1	atp1
YPL271W_sn2423	YPL271W	ATP15	atp15
YIL124W_sn2927	YIL124W	AYR1	ayr1
YDR452W_sn2928	YDR452W	PPN1	ppn1
YHR201C_sn2929	YHR201C	PPX1	ppx1
YER054C_sn2930	YER054C	GIP2	gip2
YPL179W_sn2931	YPL179W	PPQ1	ppq1
YDL090C_sn2932	YDL090C	RAM1	ram1
YPL031C_sn2933	YPL031C	PHO85	pho85
YDL079C_sn2934	YDL079C	MRK1	mrk1
YOL128C_sn2935	YOL128C	YGK3	ygk3
YJL128C_sn2936	YJL128C	PBS2	pbs2
YAL017W_sn2937	YAL017W	PSK1	psk1
YOL045W_sn2938	YOL045W	PSK2	psk2
YMR139W_sn2939	YMR139W	RIM11	rim11
YJR062C_sn2940	YJR062C	NTA1	nta1
YOR085W_sn2941	YOR085W	OST3	ost3
YML019W_sn2942	YML019W	OST6	ost6
YJR099W_sn2943	YJR099W	YUH1	yuh1
YBR058C_sn2944	YBR058C	UBP14	ubp14
YHR176W_sn2945	YHR176W	FMO1	fmo1
YLR239C_sn2946	YLR239C	LIP2	lip2
YHR047C_sn2947	YHR047C	AAP1	aap1
YML035C_sn2948	YML035C	AMD1	amd1
YMR095C_sn2949	YMR095C	SNO1	sno1
YMR096W_sn2950	YMR096W	SNZ1	snz1
YLR273C_sn2951	YLR273C	PIG1	pig1
YGL134W_sn2952	YGL134W	PCL10	pcl10
YER059W_sn2953	YER059W	PCL6	pcl6
YIL050W_sn2954	YIL050W	PCL7	pcl7
YPL219W_sn2955	YPL219W	PCL8	pcl8
YNL183C_sn2956	YNL183C	NPR1	npr1
YNL076W_sn2957	YNL076W	MKS1	mks1
YOL025W_sn2958	YOL025W	LAG2	lag2
YHL003C_sn2959	YHL003C	LAG1	lag1
YPL087W_sn2960	YPL087W	YDC1	ydc1
YLR260W_sn2961	YLR260W	LCB5	lcb5
YML086C_sn2962	YML086C	ALO1	alo1
YFL014W_sn2963	YFL014W	HSP12	hsp12
YHR183W_sn2964	YHR183W	GND1	gnd1
YOR120W_sn2965	YOR120W	GCY1	gcy1
YMR251W-A_sn2966	YMR251W-A	HOR7	hor7
YLR019W_sn2967	YLR019W	PSR2	psr2
YHR043C_sn2968	YHR043C	DOG2	dog2
YMR169C_sn2969	YMR169C	ALD3	ald3
YHR104W_sn2970	YHR104W	GRE3	gre3
YDR001C_sn2971	YDR001C	NTH1	nth1
YBR001C_sn2972	YBR001C	NTH2	nth2
YPR026W_sn2973	YPR026W	ATH1	ath1
YMR261C_sn2974	YMR261C	TPS3	tps3
YBR126C_sn2975	YBR126C	TPS1	tps1
YML100W_sn2976	YML100W	TSL1	tsl1
YFL053W_sn2977	YFL053W	DAK2	dak2
YML070W_sn2978	YML070W	DAK1	dak1
YNL032W_sn2979	YNL032W	SIW14	siw14
YDR074W_sn2980	YDR074W	TPS2	tps2
YBR072W_sn2981	YBR072W	HSP26	hsp26
YHR136C_sn2982	YHR136C	SPL2	spl2
YOL143C_sn2983	YOL143C	RIB4	rib4
YBL033C_sn2984	YBL033C	RIB1	rib1
YDL052C_sn2985	YDL052C	SLC1	slc1
YKR053C_sn2986	YKR053C	YSR3	ysr3
YBR058C-A_sn2987	YBR058C-A	TSC3	tsc3
YLR372W_sn2988	YLR372W	ELO3	elo3
YPL057C_sn2989	YPL057C	SUR1	sur1
YBR161W_sn2990	YBR161W	CSH1	csh1
YDR297W_sn2991	YDR297W	SUR2	sur2
YJL134W_sn2992	YJL134W	LCB3	lcb3
YPL006W_sn2993	YPL006W	NCR1	ncr1
YOR171C_sn2994	YOR171C	LCB4	lcb4
YDR294C_sn2995	YDR294C	DPL1	dpl1
YDR516C_sn2996	YDR516C	EMI2	emi2
YNL202W_sn2997	YNL202W	SPS19	sps19
YER096W_sn2998	YER096W	SHC1	shc1
YOR237W_sn2999	YOR237W	HES1	hes1
YKR003W_sn3000	YKR003W	OSH6	osh6
YHR001W_sn3001	YHR001W	OSH7	osh7
YHR073W_sn3002	YHR073W	OSH3	osh3
YDL019C_sn3003	YDL019C	OSH2	osh2
YAR042W_sn3004	YAR042W	SWH1	swh1
YGR177C_sn3005	YGR177C	ATF2	atf2
YLR228C_sn3006	YLR228C	ECM22	ecm22
YDR213W_sn3007	YDR213W	UPC2	upc2
YLR189C_sn3008	YLR189C	ATG26	atg26
YLL012W_sn3009	YLL012W	YEH1	yeh1
YCR048W_sn3010	YCR048W	ARE1	are1
YNR019W_sn3011	YNR019W	ARE2	are2
YIL162W_sn3012	YIL162W	SUC2	suc2
YJL212C_sn3013	YJL212C	OPT1	opt1
YLL057C_sn3014	YLL057C	JLP1	jlp1
YPL069C_sn3015	YPL069C	BTS1	bts1
YPR121W_sn3016	YPR121W	THI22	thi22
YOL055C_sn3017	YOL055C	THI20	thi20
YPL258C_sn3018	YPL258C	THI21	thi21
YDL080C_sn3019	YDL080C	THI3	thi3
YNL334C_sn3020	YNL334C	SNO2	sno2
YFL060C_sn3021	YFL060C	SNO3	sno3
YNL333W_sn3022	YNL333W	SNZ2	snz2
YIL013C_sn2232	YIL013C	PDR11	pdr11
YKR103W_sn2233	YKR103W	NFT1	nft1
YKR104W_sn2234	YKR104W	YKR104W	ykr104w
YOL075C_sn2235	YOL075C	YOL075C	yol075c
YAL067C_sn2236	YAL067C	SEO1	seo1
YCL073C_sn2237	YCL073C	GEX1	gex1
YKR106W_sn2238	YKR106W	GEX2	gex2
YOR071C_sn2239	YOR071C	NRT1	nrt1
YOR192C_sn2240	YOR192C	THI72	thi72
YDL054C_sn2241	YDL054C	MCH1	mch1
YKL221W_sn2242	YKL221W	MCH2	mch2
YOR306C_sn2243	YOR306C	MCH5	mch5
YJL036W_sn2244	YJL036W	SNX4	snx4
YBR298C_sn2245	YBR298C	MAL31	mal31
YGR289C_sn2246	YGR289C	MAL11	mal11
YLR220W_sn2247	YLR220W	CCC1	ccc1
YAL022C_sn2248	YAL022C	FUN26	fun26
YPR037C_sn2249	YPR037C	ERV2	erv2
YHR002W_sn2250	YHR002W	LEU5	leu5
YJR095W_sn2251	YJR095W	SFC1	sfc1
YDL198C_sn2252	YDL198C	GGC1	ggc1
YPR021C_sn2253	YPR021C	AGC1	agc1
YBR291C_sn2254	YBR291C	CTP1	ctp1
YER154W_sn2255	YER154W	OXA1	oxa1
YPL060W_sn2256	YPL060W	MFM1	mfm1
YOR334W_sn2257	YOR334W	MRS2	mrs2
YOR222W_sn2258	YOR222W	ODC2	odc2
YLR188W_sn2259	YLR188W	MDL1	mdl1
YKL120W_sn2260	YKL120W	OAC1	oac1
YDL119C_sn2261	YDL119C	HEM25	hem25
YEL006W_sn2262	YEL006W	YEA6	yea6
YFR045W_sn2263	YFR045W	YFR045W	yfr045w
YPR058W_sn2264	YPR058W	YMC1	ymc1
YBR104W_sn2265	YBR104W	YMC2	ymc2
YMR166C_sn2266	YMR166C	MME1	mme1
YPR011C_sn2267	YPR011C	YPR011C	ypr011c
YNL083W_sn2268	YNL083W	SAL1	sal1
YIL006W_sn2269	YIL006W	YIA6	yia6
YMR241W_sn2270	YMR241W	YHM2	yhm2
YGR096W_sn2271	YGR096W	TPC1	tpc1
YPR067W_sn2272	YPR067W	ISA2	isa2
YJR135W-A_sn2273	YJR135W-A	TIM8	tim8
YGR181W_sn2274	YGR181W	TIM13	tim13
YEL020W-A_sn2275	YEL020W-A	TIM9	tim9
YKL040C_sn2276	YKL040C	NFU1	nfu1
YOR226C_sn2277	YOR226C	ISU2	isu2
YLL027W_sn2278	YLL027W	ISA1	isa1
YFL036W_sn2279	YFL036W	RPO41	rpo41
YBR024W_sn2280	YBR024W	SCO2	sco2
YLR348C_sn2281	YLR348C	DIC1	dic1
YJL112W_sn2282	YJL112W	MDV1	mdv1
YGR028W_sn2283	YGR028W	MSP1	msp1
YDR470C_sn2284	YDR470C	UGO1	ugo1
YPR133W-A_sn2285	YPR133W-A	TOM5	tom5
YOR045W_sn2286	YOR045W	TOM6	tom6
YNL070W_sn2287	YNL070W	TOM7	tom7
YNL121C_sn2288	YNL121C	TOM70	tom70
YIL134W_sn2289	YIL134W	FLX1	flx1
YKL134C_sn2290	YKL134C	OCT1	oct1
YOR037W_sn2291	YOR037W	CYC2	cyc2
YER053C_sn2292	YER053C	PIC2	pic2
YDR046C_sn2293	YDR046C	BAP3	bap3
YDR508C_sn2294	YDR508C	GNP1	gnp1
YNL268W_sn2295	YNL268W	LYP1	lyp1
YEL063C_sn2296	YEL063C	CAN1	can1
YNL318C_sn2297	YNL318C	HXT14	hxt14
YFL011W_sn2298	YFL011W	HXT10	hxt10
YDR343C_sn2299	YDR343C	HXT6	hxt6
YDR342C_sn2300	YDR342C	HXT7	hxt7
YIL114C_sn2301	YIL114C	POR2	por2
YMR177W_sn2302	YMR177W	MMT1	mmt1
YPL224C_sn2303	YPL224C	MMT2	mmt2
YPL135W_sn2304	YPL135W	ISU1	isu1
YKL217W_sn2305	YKL217W	JEN1	jen1
YOR317W_sn2306	YOR317W	FAA1	faa1
YER015W_sn2307	YER015W	FAA2	faa2
YHR050W_sn2308	YHR050W	SMF2	smf2
YPL134C_sn2309	YPL134C	ODC1	odc1
YJL094C_sn2310	YJL094C	KHA1	kha1
YGR260W_sn2311	YGR260W	TNA1	tna1
YDR256C_sn2312	YDR256C	CTA1	cta1
YJR077C_sn2313	YJR077C	MIR1	mir1
YBR106W_sn2314	YBR106W	PHO88	pho88
YEL030W_sn2315	YEL030W	ECM10	ecm10
YOR153W_sn2316	YOR153W	PDR5	pdr5
YDR011W_sn2317	YDR011W	SNQ2	snq2
YNL003C_sn2318	YNL003C	PET8	pet8
YDR039C_sn2319	YDR039C	ENA2	ena2
YOR011W_sn2320	YOR011W	AUS1	aus1
YNR070W_sn2321	YNR070W	PDR18	pdr18
YNR055C_sn2322	YNR055C	HOL1	hol1
YNL125C_sn2323	YNL125C	ESBP6	esbp6
YDR384C_sn2324	YDR384C	ATO3	ato3
YNR002C_sn2325	YNR002C	ATO2	ato2
YCR010C_sn2326	YCR010C	ADY2	ady2
YGR257C_sn2327	YGR257C	MTM1	mtm1
YGR205W_sn3028	YGR205W	TDA10	tda10
YDL086W_sn3029	YDL086W	YDL086W	ydl086w
YLR090W_sn3030	YLR090W	XDJ1	xdj1
YML118W_sn3031	YML118W	NGL3	ngl3
Q0060_sn3032	Q0060	AI3	ai3
YLR011W_sn3033	YLR011W	LOT6	lot6
YBL113C_sn3034	YBL113C	YBL113C	ybl113c
YEL077C_sn3035	YEL077C	YEL077C	yel077c
YHL050C_sn3036	YHL050C	YHL050C	yhl050c
YIL177C_sn3037	YIL177C	YIL177C	yil177c
YJL225C_sn3038	YJL225C	YJL225C	yjl225c
YLL066C_sn3039	YLL066C	YLL066C	yll066c
YLL067C_sn3040	YLL067C	YLL067C	yll067c
YOR396W_sn3041	YOR396W	YRF1-8	yrf1-8
YML133C_sn3042	YML133C	YML133C	yml133c
YLR247C_sn3043	YLR247C	IRC20	irc20
YBR022W_sn3044	YBR022W	POA1	poa1
YDR109C_sn3045	YDR109C	YDR109C	ydr109c
YGR052W_sn3046	YGR052W	FMP48	fmp48
YGR001C_sn3047	YGR001C	EFM5	efm5
YJL051W_sn3048	YJL051W	IRC8	irc8
YDR134C_sn3049	YDR134C	YDR134C	ydr134c
YLR040C_sn3050	YLR040C	AFB1	afb1
YLR042C_sn3051	YLR042C	YLR042C	ylr042c
YLR194C_sn3052	YLR194C	YLR194C	ylr194c
YNL300W_sn3053	YNL300W	TOS6	tos6
YOR214C_sn3054	YOR214C	SPR2	spr2
YBR162C_sn3055	YBR162C	TOS1	tos1
YOL154W_sn3056	YOL154W	ZPS1	zps1
YLR267W_sn3057	YLR267W	BOP2	bop2
YNL269W_sn3058	YNL269W	BSC4	bsc4
YGL263W_sn3059	YGL263W	COS12	cos12
YKL219W_sn3060	YKL219W	COS9	cos9
YLR128W_sn3061	YLR128W	DCN1	dcn1
YMR126C_sn3062	YMR126C	DLT1	dlt1
YBR007C_sn3063	YBR007C	DSF2	dsf2
YAL034C_sn3064	YAL034C	FUN19	fun19
YOR183W_sn3065	YOR183W	FYV12	fyv12
YCL036W_sn3066	YCL036W	GFD2	gfd2
YKL138C-A_sn3067	YKL138C-A	HSK3	hsk3
YOL063C_sn3068	YOL063C	CRT10	crt10
YBR157C_sn3069	YBR157C	ICS2	ics2
YPL250C_sn3070	YPL250C	ICY2	icy2
YDR475C_sn3071	YDR475C	JIP4	jip4
YPL054W_sn3072	YPL054W	LEE1	lee1
YBL049W_sn3073	YBL049W	MOH1	moh1
YPL159C_sn3074	YPL159C	PET20	pet20
YKL039W_sn3075	YKL039W	PTM1	ptm1
YHL006C_sn3076	YHL006C	SHU1	shu1
YDR078C_sn3077	YDR078C	SHU2	shu2
YDR504C_sn3078	YDR504C	SPG3	spg3
YMR107W_sn3079	YMR107W	SPG4	spg4
YMR191W_sn3080	YMR191W	SPG5	spg5
YJR114W_sn3081	YJR114W	YJR114W	yjr114w
YJL048C_sn3082	YJL048C	UBX6	ubx6
YDL169C_sn3083	YDL169C	UGX2	ugx2
YAL018C_sn3084	YAL018C	LDS1	lds1
YAL037W_sn3085	YAL037W	YAL037W	yal037w
YAL044W-A_sn3086	YAL044W-A	YAL044W-A	yal044w-a
YAL046C_sn3087	YAL046C	AIM1	aim1
YAL064C-A_sn3088	YAL064C-A	TDA8	tda8
YAL064W_sn3089	YAL064W	YAL064W	yal064w
YAL064W-B_sn3090	YAL064W-B	YAL064W-B	yal064w-b
YAR028W_sn3091	YAR028W	YAR028W	yar028w
YAR061W_sn3092	YAR061W	YAR061W	yar061w
YAR062W_sn3093	YAR062W	YAR062W	yar062w
YAR064W_sn3094	YAR064W	YAR064W	yar064w
YAR066W_sn3095	YAR066W	YAR066W	yar066w
YAR068W_sn3096	YAR068W	YAR068W	yar068w
YBL029C-A_sn3097	YBL029C-A	YBL029C-A	ybl029c-a
YBL044W_sn3098	YBL044W	YBL044W	ybl044w
YBL081W_sn3099	YBL081W	YBL081W	ybl081w
YBL111C_sn3100	YBL111C	YBL111C	ybl111c
YBL112C_sn3101	YBL112C	YBL112C	ybl112c
YBR013C_sn3102	YBR013C	YBR013C	ybr013c
YBR053C_sn3103	YBR053C	YBR053C	ybr053c
YBR062C_sn3104	YBR062C	YBR062C	ybr062c
YBR063C_sn3105	YBR063C	YBR063C	ybr063c
YBR074W_sn3106	YBR074W	PFF1	pff1
YBR147W_sn3107	YBR147W	RTC2	rtc2
YBR184W_sn3108	YBR184W	YBR184W	ybr184w
YBR219C_sn3109	YBR219C	YBR219C	ybr219c
YBR220C_sn3110	YBR220C	YBR220C	ybr220c
YBR225W_sn3111	YBR225W	YBR225W	ybr225w
YBR246W_sn3112	YBR246W	RRT2	rrt2
YBR250W_sn3113	YBR250W	SPO23	spo23
YBR259W_sn3114	YBR259W	YBR259W	ybr259w
YBR270C_sn3115	YBR270C	BIT2	bit2
YBR280C_sn3116	YBR280C	SAF1	saf1
YBR285W_sn3117	YBR285W	YBR285W	ybr285w
YCL001W-B_sn3118	YCL001W-B	YCL001W-B	ycl001w-b
YCL002C_sn3119	YCL002C	YCL002C	ycl002c
YCL047C_sn3120	YCL047C	POF1	pof1
YCL057C-A_sn3121	YCL057C-A	MIC10	mic10
YCL068C_sn3122	YCL068C	YCL068C	ycl068c
YCR007C_sn3123	YCR007C	YCR007C	ycr007c
YCR015C_sn3124	YCR015C	CTO1	cto1
YCR026C_sn3125	YCR026C	NPP1	npp1
YCR076C_sn3126	YCR076C	FUB1	fub1
YCR099C_sn3127	YCR099C	YCR099C	ycr099c
YCR100C_sn3128	YCR100C	YCR100C	ycr100c
YCR102C_sn3129	YCR102C	YCR102C	ycr102c
YDL038C_sn3130	YDL038C	YDL038C	ydl038c
YDL057W_sn3131	YDL057W	YDL057W	ydl057w
YDL073W_sn3132	YDL073W	YDL073W	ydl073w
YDL089W_sn3133	YDL089W	NUR1	nur1
YDL133W_sn3134	YDL133W	SRF1	srf1
YDL159W-A_sn3135	YDL159W-A	YDL159W-A	ydl159w-a
YDL176W_sn3136	YDL176W	YDL176W	ydl176w
YDL177C_sn3137	YDL177C	YDL177C	ydl177c
YDL183C_sn3138	YDL183C	YDL183C	ydl183c
YDL186W_sn3139	YDL186W	YDL186W	ydl186w
YDL237W_sn3140	YDL237W	AIM6	aim6
YDL241W_sn3141	YDL241W	YDL241W	ydl241w
YDR034W-B_sn3142	YDR034W-B	YDR034W-B	ydr034w-b
YDR042C_sn3143	YDR042C	YDR042C	ydr042c
YDR124W_sn3144	YDR124W	YDR124W	ydr124w
YDR179W-A_sn3145	YDR179W-A	NVJ3	nvj3
YDR198C_sn3146	YDR198C	RKM2	rkm2
YDR210W_sn3147	YDR210W	YDR210W	ydr210w
YDR282C_sn3148	YDR282C	MRX10	mrx10
YDR286C_sn3149	YDR286C	YDR286C	ydr286c
YDR317W_sn3150	YDR317W	HIM1	him1
YDR319C_sn3151	YDR319C	YFT2	yft2
YDR326C_sn3152	YDR326C	YSP2	ysp2
YDR336W_sn3153	YDR336W	MRX8	mrx8
YDR338C_sn3154	YDR338C	YDR338C	ydr338c
YDR366C_sn3155	YDR366C	YDR366C	ydr366c
YDR374C_sn3156	YDR374C	PHO92	pho92
YDR381C-A_sn3157	YDR381C-A	YDR381C-A	ydr381c-a
YDR415C_sn3158	YDR415C	YDR415C	ydr415c
YDR428C_sn3159	YDR428C	BNA7	bna7
YDR458C_sn3160	YDR458C	HEH2	heh2
YDR459C_sn3161	YDR459C	PFA5	pfa5
YDR542W_sn3162	YDR542W	PAU10	pau10
YEL016C_sn3163	YEL016C	NPP2	npp2
YEL023C_sn3164	YEL023C	YEL023C	yel023c
YEL057C_sn3165	YEL057C	SDD1	sdd1
YEL075C_sn3166	YEL075C	YEL075C	yel075c
YER010C_sn3167	YER010C	YER010C	yer010c
YER039C-A_sn3168	YER039C-A	YER039C-A	yer039c-a
YER051W_sn3169	YER051W	JHD1	jhd1
YER085C_sn3170	YER085C	YER085C	yer085c
YER093C-A_sn3171	YER093C-A	AIM11	aim11
YER128W_sn3172	YER128W	VFA1	vfa1
YER137C_sn3173	YER137C	YER137C	yer137c
YER158C_sn3174	YER158C	YER158C	yer158c
YER186C_sn3175	YER186C	YER186C	yer186c
YER187W_sn3176	YER187W	YER187W	yer187w
YER189W_sn3177	YER189W	YER189W	yer189w
YFL012W_sn3178	YFL012W	YFL012W	yfl012w
YFL042C_sn3179	YFL042C	LAM5	lam5
YFL051C_sn3180	YFL051C	YFL051C	yfl051c
YFL065C_sn3181	YFL065C	YFL065C	yfl065c
YFL066C_sn3182	YFL066C	YFL066C	yfl066c
YFL067W_sn3183	YFL067W	YFL067W	yfl067w
YFL068W_sn3184	YFL068W	YFL068W	yfl068w
YFR007W_sn3185	YFR007W	YFH7	yfh7
YFR012W_sn3186	YFR012W	DCV1	dcv1
YFR026C_sn3187	YFR026C	ULI1	uli1
YFR032C_sn3188	YFR032C	RRT5	rrt5
YFR035C_sn3189	YFR035C	YFR035C	yfr035c
YFR039C_sn3190	YFR039C	OSW7	osw7
YFR043C_sn3191	YFR043C	IRC6	irc6
YFR057W_sn3192	YFR057W	YFR057W	yfr057w
YGL050W_sn3193	YGL050W	TYW3	tyw3
YGL108C_sn3194	YGL108C	YGL108C	ygl108c
YGL117W_sn3195	YGL117W	YGL117W	ygl117w
YGL138C_sn3196	YGL138C	YGL138C	ygl138c
YGL140C_sn3197	YGL140C	YGL140C	ygl140c
YGL176C_sn3198	YGL176C	YGL176C	ygl176c
YGL230C_sn3199	YGL230C	YGL230C	ygl230c
YGL235W_sn3200	YGL235W	YGL235W	ygl235w
YGL258W-A_sn3201	YGL258W-A	YGL258W-A	ygl258w-a
YGL261C_sn3202	YGL261C	PAU11	pau11
YGR016W_sn3203	YGR016W	YGR016W	ygr016w
YGR026W_sn3204	YGR026W	YGR026W	ygr026w
YGR035C_sn3205	YGR035C	YGR035C	ygr035c
YGR045C_sn3206	YGR045C	YGR045C	ygr045c
YGR053C_sn3207	YGR053C	YGR053C	ygr053c
YGR066C_sn3208	YGR066C	YGR066C	ygr066c
YGR068C_sn3209	YGR068C	ART5	art5
YGR079W_sn3210	YGR079W	YGR079W	ygr079w
YGR110W_sn3211	YGR110W	CLD1	cld1
YGR127W_sn3212	YGR127W	YGR127W	ygr127w
YGR146C_sn3213	YGR146C	ECL1	ecl1
YGR153W_sn3214	YGR153W	YGR153W	ygr153w
YGR168C_sn3215	YGR168C	YGR168C	ygr168c
YGR226C_sn3216	YGR226C	YGR226C	ygr226c
YGR273C_sn3217	YGR273C	YGR273C	ygr273c
YGR294W_sn3218	YGR294W	PAU12	pau12
YHL026C_sn3219	YHL026C	YHL026C	yhl026c
YML020W_sn3316	YML020W	YML020W	yml020w
YML036W_sn3317	YML036W	CGI121	cgi121
YML050W_sn3318	YML050W	AIM32	aim32
YML083C_sn3319	YML083C	YML083C	yml083c
YML087C_sn3320	YML087C	AIM33	aim33
YML107C_sn3321	YML107C	PML39	pml39
YML119W_sn3322	YML119W	YML119W	yml119w
YMR018W_sn3323	YMR018W	YMR018W	ymr018w
YMR041C_sn3324	YMR041C	ARA2	ara2
YMR084W_sn3325	YMR084W	YMR084W	ymr084w
YMR085W_sn3326	YMR085W	YMR085W	ymr085w
YMR087W_sn3327	YMR087W	YMR087W	ymr087w
YMR102C_sn3328	YMR102C	YMR102C	ymr102c
YMR118C_sn3329	YMR118C	SHH3	shh3
YMR130W_sn3330	YMR130W	YMR130W	ymr130w
