YAL013W_dma16
YNL313C_tsa2457
YOL026C_tsa2479
YOL026C_tsa2480
YOL026C_tsa2481
YOL078W_tsa2485
YOL127W_tsa2518
YOL127W_tsa2519
YOL127W_tsa2520
YOR098C_tsa2533
YOR098C_tsa2534
YOR167C_tsa2550
YOR167C_tsa2551
YOR167C_tsa2552
YOR167C_tsa2553
YOR182C_tsa2554
YOR182C_tsa2555
YOR182C_tsa2556
YOR207C_tsa2557
YOR278W_tsa2576
YOR278W_tsa2577
YOR278W_tsa2578
YOR372C_tsa2587
YOR372C_tsa2588
YOR372C_tsa2589
YPL012W_tsa2598
YPL016W_tsa2607
YPL126W_tsa2627
YPL143W_tsa2629
YPL242C_tsa2633
YPL268W_tsa2644
YPL268W_tsa2646
YPR010C_tsa2647
YPR010C_tsa2648
YPR010C_tsa2650
YPR010C_tsa2652
YPR187W_tsa2711
